Home,Away,Season,Round,Day,Result,true_forecast#home,true_forecast#draw,true_forecast#away,true_rating#Home,true_rating#Away
1,0,3,14,15,away,0.029306161379829665,0.0617991329943367,0.9088947056258336,223.49556428520216,756.8644531891354
1,0,4,14,15,away,0.019433339224704915,0.04230402828384949,0.9382626324914456,155.77580741666216,759.2992277485556
9,1,0,0,1,home,0.6052233120192183,0.23057299480249235,0.16420369317828934,349.9192429147482,228.70636915582045
9,1,1,0,1,home,0.46810092550080573,0.2769198743932076,0.2549792001059867,299.336638894188,270.63161161237065
9,1,2,0,1,home,0.4819556469303611,0.27347540094203193,0.244568952127607,272.5439782245303,234.57877343796613
9,1,3,0,1,home,0.5694832458456444,0.24505053188056108,0.18546622227379456,322.1499510924553,225.52609736108207
9,1,4,0,1,draw,0.63343668525415,0.2181359123370155,0.14842740240883454,298.45968538281653,157.29488723192873
11,1,0,16,17,home,0.9101707798403444,0.06096103098061446,0.028868189179041125,663.8739276530788,227.9202712956527
11,1,1,16,17,home,0.8981896955825541,0.06879686830257609,0.03301343611486978,680.0507142112784,267.1723863577099
11,1,2,16,17,home,0.9155406431217981,0.05742510745941315,0.027034249418788802,683.8912683581228,236.68388125499067
11,1,3,16,17,home,0.9263725010452791,0.05024843887359649,0.023379060081124368,695.897259037285,223.85428576239966
11,1,4,16,17,home,0.9484545276083569,0.0354401565605472,0.01610531583109584,692.4758519003301,157.08094028335444
13,1,0,2,3,home,0.6005952810207955,0.23253074785822675,0.16687397112097768,347.29710633281155,229.3060959449038
13,1,1,2,3,home,0.49498355157411866,0.26995230103356094,0.2350641473923204,316.6527004734038,269.9971116420531
13,1,2,2,3,draw,0.5389119614897476,0.25619087086855047,0.2048971676417019,310.4612576929357,234.4673871690248
13,1,3,2,3,draw,0.5387070021211899,0.2562614247084503,0.20503157317035975,301.3566102965884,225.50020755632647
13,1,4,2,3,draw,0.6424799643155511,0.21397393239599113,0.14354610328845777,303.76809961533263,156.0773949649609
15,1,0,18,19,draw,0.3260242656282394,0.2902532322857207,0.3837225020860399,156.75588090177766,227.79293003667178
15,1,1,18,19,draw,0.2474560825675216,0.2744732814447898,0.4780706359876886,131.61616114585726,266.9872002899429
15,1,2,18,19,home,0.3149472098433831,0.2892319606640764,0.3958208294925405,158.7712313678637,238.28637540660088
15,1,3,18,19,home,0.40598910098237684,0.2881259432124592,0.30588495580516395,211.23930279071297,224.6678616804497
15,1,4,18,19,away,0.4273752338359377,0.28509909842555486,0.28752566773850746,157.48047772091397,156.24185251174438
6,1,0,4,5,home,0.4901213975375518,0.271298606158898,0.23857999630355017,273.4754115526903,230.06200363602485
6,1,1,4,5,home,0.4459364030312286,0.28174623764211937,0.272317359326652,283.942807083713,270.1266618135576
6,1,2,4,5,away,0.4284571385060062,0.2849216932406554,0.2866211682533384,236.1170076790381,234.14180308759123
6,1,3,4,5,draw,0.4256256965018559,0.2853811440821909,0.2889931594159532,224.829003851238,224.78249837786095
6,1,4,4,5,home,0.5079596945396316,0.2661810172065431,0.22585928825382537,211.80734764328335,156.5004362817772
4,1,0,20,21,draw,0.40411152626526314,0.2883467818686027,0.30754169186613417,213.29867279418136,228.025777789552
4,1,1,20,21,home,0.34100930369235305,0.29108230043454186,0.3679083958731051,207.06858989283458,266.8685325664879
4,1,2,20,21,home,0.4146085889855341,0.2870177142726225,0.2983736967418434,231.63730253255144,239.12826687428648
4,1,3,20,21,home,0.4870623887030885,0.2721265447367568,0.2408110665601547,266.96767535914614,225.59467523782266
4,1,4,20,21,draw,0.5841219845666279,0.23930172112310366,0.1765762943102685,262.6319120788639,156.01226981721308
2,1,0,6,7,home,0.49290593255343906,0.27053211070847316,0.2365619567380878,275.0939239967333,229.8236196790597
2,1,1,6,7,home,0.4724457672372887,0.2758740512724431,0.2516801814902682,300.92670535655765,269.3148235194963
2,1,2,6,7,home,0.5150793669133757,0.264004535504731,0.22091609758189326,293.65704041523605,233.60107960270003
2,1,3,6,7,away,0.5829035451045133,0.23979001108754072,0.17730644380794602,330.3250841964914,224.54104667688554
2,1,4,6,7,draw,0.7003955836226234,0.1854693852301551,0.1141350311472214,347.40498828627426,155.87460454668488
8,1,0,7,8,home,0.8568576470893546,0.0952367714737846,0.04790558143686076,578.6160391313032,230.37734101170872
8,1,1,7,8,home,0.8352700166897353,0.10865978623923153,0.056070197071033175,589.6116803745822,269.0371175054289
8,1,2,7,8,home,0.8472447321829041,0.1012480636276262,0.05150720418946971,569.9413340296308,234.415915873686
8,1,3,7,8,home,0.8470949055320143,0.10134132669452676,0.05156376777345899,560.2676056598486,224.93505464720505
8,1,4,7,8,home,0.8414094905394611,0.10487050162813633,0.05372000783240257,484.2136645755207,156.08816747358065
10,1,0,23,24,home,0.9654170243288734,0.02390882364652938,0.010674152024597221,833.7431283866324,228.87669018607414
10,1,1,23,24,home,0.9655782286848112,0.023798601900985275,0.010623169414203486,872.5589846813473,266.8860061247911
10,1,2,23,24,home,0.9663751751853044,0.023253525478910957,0.0103712993357847,850.1191802236107,240.4045950594539
10,1,3,23,24,home,0.9714562241945865,0.019771580667361267,0.008772195138052217,863.683641509406,225.79075721434805
10,1,4,23,24,home,0.9793485169536105,0.014340296784181243,0.006311186262208284,848.3072819162718,155.12387576173225
12,1,0,9,10,draw,0.3654753305997681,0.2911570378237078,0.3433676315765241,188.14221293384458,230.08844368203913
12,1,1,9,10,draw,0.3313286872202632,0.2906177918720098,0.378053520907727,202.1212477916601,269.151536581355
12,1,2,9,10,draw,0.4158628536182043,0.28684370702562906,0.29729343935616664,229.35814164334766,235.98818628496295
12,1,3,9,10,away,0.4795778420815888,0.27408907439345376,0.2463330835249574,260.119124139844,223.74147465739776
12,1,4,9,10,draw,0.5605689501590068,0.24842269636548175,0.19100835347551148,247.01219216245875,156.43362070236648
14,1,0,25,26,away,0.35684451600130507,0.2913046743237135,0.35185080967498145,181.0059105824773,229.1869685437333
14,1,1,25,26,away,0.31145393587962367,0.2888350180480349,0.3997110460723414,183.34769816106163,265.56949350686295
14,1,2,25,26,draw,0.34169960340210137,0.2911057139615879,0.3671946826363107,180.5714039583921,239.85963037037067
14,1,3,25,26,away,0.36839742477580417,0.2910655461036066,0.34053702912058925,186.78128606201076,226.6309603307685
14,1,4,25,26,home,0.4261228189634523,0.285301611467363,0.28857556956918473,154.53756582004218,154.15219764709772
7,1,0,11,12,away,0.8793066198853509,0.08099284013053418,0.03970053998411493,611.1346228510774,230.15455883100947
7,1,1,11,12,draw,0.8619711435000417,0.0920173026805741,0.046011553819384196,623.759913408614,268.4667424893882
7,1,2,11,12,home,0.9171549743938818,0.056359253645485344,0.026485771960632884,685.9646300185454,235.24717028662974
7,1,3,11,12,home,0.9153798451784411,0.057531201435394176,0.02708895338616476,671.0712732064085,224.21016727722184
7,1,4,11,12,home,0.9451323647747235,0.03768292810863586,0.0171847071166406,680.5688104265115,156.16858811665867
5,1,0,27,28,home,0.9479259902805952,0.035797316738168446,0.01627669298123631,762.3667495523836,228.76500632787972
5,1,1,27,28,home,0.9382008780008583,0.04234546668303131,0.019453655316110454,769.3062338952022,265.96041314514946
5,1,2,27,28,home,0.9577658050407607,0.02912665037712659,0.013107544582112711,809.5757377183353,239.34689010258484
5,1,3,27,28,home,0.9667631115077013,0.022988090132827627,0.010248798359471003,837.7511919318449,226.03566950173197
5,1,4,27,28,home,0.9785742297980687,0.014874361578689078,0.00655140862324216,841.5708024792451,154.6537637828655
3,1,0,13,14,draw,0.5620326497139199,0.24787582500232483,0.19009152528375525,321.3418803553775,229.77261720364018
3,1,1,13,14,away,0.47087471069776643,0.2762558805022114,0.2528694088000222,298.1962346314435,267.6351002943946
3,1,2,13,14,home,0.4801637793100758,0.27393870824177147,0.2458975124481527,273.0455862235291,236.27667774908093
3,1,3,13,14,draw,0.5391870639627241,0.2560960821715916,0.20471685386568428,300.2822103747299,224.103812681722
3,1,4,13,14,home,0.6168659598956362,0.22554360802825849,0.15759043207610532,285.1272053036651,155.7493964227037
0,1,0,29,30,home,0.9282226646924555,0.049016784141557135,0.022760551165987335,705.9660496188318,229.34890254798987
0,1,1,29,30,home,0.9307853191659903,0.04730804789922381,0.021906632934785914,746.9647824842342,263.82883779674023
0,1,2,29,30,home,0.9515648064348906,0.03333572501480156,0.015099468550307861,786.3378455122917,240.02432802638015
0,1,3,29,30,home,0.9478119891662286,0.03587433599811991,0.016313674835651482,759.0286910519083,225.811463064033
0,1,4,29,30,home,0.9655324426210449,0.02382990882665472,0.010637648552300455,758.8321223958679,153.38859116227607
10,2,0,0,1,home,0.9539830373726881,0.03169641513654318,0.014320547490768776,830.2546518359799,274.9820169235993
10,2,1,0,1,home,0.9577128761984601,0.029162652352826605,0.013124471448713232,873.0290297348943,303.01813248523246
10,2,2,0,1,home,0.9553436758276639,0.030772848713286304,0.013883475459049818,852.6217618685087,292.1092269303635
10,2,3,0,1,home,0.9487425152086059,0.03524549309113156,0.016011991700262556,868.2133471311737,331.8340492136111
10,2,4,0,1,home,0.9380979428258712,0.04241453400552219,0.01948752316860663,849.8416402248931,346.7914823507698
12,2,0,16,17,draw,0.306946211329462,0.2882683763527441,0.4047854123177939,187.22799773678955,272.9671791478486
12,2,1,16,17,away,0.2945002524043141,0.2863764673923849,0.419123280203301,201.04676388852855,296.6511894509407
12,2,2,16,17,draw,0.33272090813903155,0.2907004293336992,0.37657866252726924,230.02907447865925,296.0131348296207
12,2,3,16,17,home,0.33206058709375874,0.29066190587826857,0.3772775070279727,260.92579170656575,327.40579615120225
12,2,4,16,17,draw,0.28863862950025365,0.28531365861078384,0.4260477118889625,249.66154785880485,349.9957259638431
14,2,0,2,3,draw,0.300455958339347,0.2873426709424892,0.41220137071816376,184.97365214038004,275.82824743818446
14,2,1,2,3,away,0.26036364649312327,0.2785377344037602,0.46109861910311656,178.94709001651296,302.9603161910934
14,2,2,2,3,draw,0.28051163261144196,0.28365135261730307,0.43583701477125497,185.17029855153032,292.15782579753625
14,2,3,2,3,home,0.24065243581444795,0.2720683487861858,0.48727921539936625,190.14037452944518,331.6580210122998
14,2,4,2,3,away,0.19278122427641842,0.24946797755744587,0.5577507981661357,158.41228016949393,347.0854028536096
7,2,0,18,19,home,0.8490962680705934,0.10009443941107776,0.050809292518328907,611.4470331278511,273.525287590141
7,2,1,18,19,away,0.8418585265296392,0.10459246679170536,0.053549006678655454,625.4714542481307,296.7844633695508
7,2,2,18,19,home,0.8837690381709716,0.07812804028018713,0.03810292154884123,684.3326738682957,296.2299242648932
7,2,3,18,19,home,0.853471871638814,0.097360165168419,0.049167963192767,671.1355340455501,327.4530052601291
7,2,4,18,19,home,0.8433403005522611,0.10367412456917327,0.05298557487856564,680.5765956442996,350.02749212649553
5,2,0,4,5,home,0.9337648082795966,0.045317341451258555,0.020917850269144875,766.6925831230037,275.6904703605103
5,2,1,4,5,draw,0.9263342265887844,0.05027390039416638,0.023391873017049182,773.8028271119623,301.8533574071276
5,2,2,4,5,home,0.9401549751531164,0.041033344336407415,0.018811680510476197,802.697897739129,293.65015984803335
5,2,3,4,5,home,0.9393829274452017,0.04155197185933371,0.019065100695464635,838.3519579456135,331.57752114391263
5,2,4,4,5,home,0.9341830526132983,0.04503755155421643,0.02077939583248528,839.8643770758144,347.7318699762532
3,2,0,20,21,away,0.49499008177116766,0.26995046802885314,0.23505945019997918,319.4595824790523,272.79963974531296
3,2,1,20,21,away,0.4340792647636129,0.28396338127858506,0.281957353957802,301.3042787064105,295.50875695904847
3,2,2,20,21,draw,0.38859635277693383,0.28988114392656483,0.32152250329650134,270.7245350073435,296.26057224877246
3,2,3,20,21,home,0.383497332484274,0.2902691205941464,0.32623354692157963,297.6310550947531,326.75271916058205
3,2,4,20,21,draw,0.3311336418397407,0.2906057843290543,0.378260573831205,283.1583546274798,350.3353931129515
1,2,0,21,22,home,0.3621253701937439,0.2912362644794782,0.3466383653267779,228.025777789552,272.3843245659916
1,2,1,21,22,home,0.38452265486685133,0.29019583729351167,0.325281507839637,266.8685325664879,295.2677709248137
1,2,2,21,22,away,0.34473744930276384,0.2911936567211818,0.36406889397605435,239.12826687428648,296.1704144212245
1,2,3,21,22,home,0.289053496279845,0.28539258794333056,0.42555391577682444,225.59467523782266,325.59224304712353
1,2,4,21,22,away,0.18775603390303097,0.2464631490272814,0.5657808170696876,156.01226981721308,350.1218227839327
9,2,0,7,8,away,0.5355297416428298,0.25734785263719623,0.20712240571997392,347.9585106589481,274.2320270819723
9,2,1,7,8,home,0.4192028896559329,0.2863647909327841,0.294432319411283,297.0172021279132,301.35827911941686
9,2,2,7,8,draw,0.3927800261727675,0.28951925898721664,0.31770071484001583,271.5476586380864,294.15455783659115
9,2,3,7,8,home,0.4112056282756771,0.287473608652104,0.30132076307221894,319.66940317014075,329.50000433492966
9,2,4,7,8,home,0.35486004410242544,0.2913122731884687,0.35382768270910586,298.44096956882333,348.0649377969616
11,2,0,23,24,home,0.8872413767205457,0.07589137277569305,0.03686725050376121,665.5168309462207,271.7055616965674
11,2,1,23,24,home,0.8818546723992948,0.07935836211688288,0.03878696548382236,679.7523457399199,294.73370984145555
11,2,2,23,24,draw,0.8842030364728977,0.07784884198137743,0.03794812154572492,685.6863605059499,296.87829843284874
11,2,3,23,24,home,0.8732385889417991,0.08487087688711334,0.04189053417108755,696.7531931609823,325.10283486666515
11,2,4,23,24,home,0.8532613223787533,0.09749199159396775,0.0492466860272789,693.8920500548044,350.48995740898437
13,2,0,9,10,draw,0.5330653651746977,0.2581810280175736,0.20875360680772867,346.5090523088402,274.433256745733
13,2,1,9,10,draw,0.447611973967841,0.28141194411491666,0.2709760819172423,315.9763364998713,301.03033941068963
13,2,2,9,10,away,0.447028186377882,0.28152899678098325,0.27144281684113475,308.90593631660954,294.35349979695013
13,2,3,9,10,home,0.38596573371483744,0.29008864705121484,0.3239456192339477,301.09998038903075,328.48367074021974
13,2,4,9,10,draw,0.3647097445118621,0.29117757164629415,0.34411268384184374,305.84962720827184,348.34632270858907
15,2,0,25,26,away,0.2691228444300583,0.2809394888598295,0.4499376667101122,155.9000200788945,272.4129283603445
15,2,1,25,26,draw,0.21919858896031463,0.26322297765071256,0.5175784333889728,131.3139909162581,293.03777832303774
15,2,2,25,26,home,0.2450540410510763,0.2736453816964006,0.48130057725252307,160.50892125207537,298.03682245140476
15,2,3,25,26,away,0.2726425551453153,0.28182632576689326,0.4455311190877914,210.481720902044,324.0244562841372
15,2,4,25,26,away,0.19023173925593173,0.24795973992232578,0.5618085208217425,159.5968810977574,351.0143977038825
6,2,0,11,12,draw,0.4236086247703399,0.28569886261160016,0.29069251261805995,272.9899545882939,274.31944236783954
6,2,1,11,12,away,0.4082636231364014,0.28784848688051545,0.30388788998308314,287.7103744005971,299.5683953114896
6,2,2,11,12,away,0.336832355402657,0.29091325200098084,0.37225439259636217,231.58363407010918,294.49071256537593
6,2,3,11,12,draw,0.2861868592670288,0.28483553973605424,0.42897760099691695,224.65853106527652,326.9879092108999
6,2,4,11,12,draw,0.24449302716628785,0.2734487108076996,0.48205826202601254,211.17923231610195,349.21293587249664
4,2,0,27,28,home,0.34636287199550275,0.29123067842435235,0.3624064495801449,215.94675301783982,271.7909794915157
4,2,1,27,28,home,0.3075272015020032,0.2883448868566781,0.4041279116413187,207.57484790757601,292.85908351414145
4,2,2,27,28,home,0.33304069958305627,0.2907186519696321,0.37624064844731164,232.3280821006449,298.072135718401
4,2,3,27,28,home,0.3456806451642972,0.29121598692258344,0.36310336791311937,267.67921904257014,324.0259164482672
4,2,4,27,28,home,0.3053767407273057,0.2880565061572025,0.4065667531154918,262.9443890724642,349.9149550300381
0,2,0,13,14,home,0.9072242560315984,0.06289499113206165,0.02988075283633998,703.9351629245014,273.90108894306934
0,2,1,13,14,home,0.9162146251312194,0.05698027417984471,0.026805100688935816,747.4880028497045,298.82264016264617
0,2,2,13,14,home,0.9312999855533237,0.04696448934943653,0.02173552509723976,778.9926516577461,294.52064590765536
0,2,3,13,14,home,0.9078259179240273,0.06250045058142484,0.029673631494547777,757.4693231322765,326.24038074989573
0,2,4,13,14,home,0.8962169109560914,0.07007992773158939,0.03370316131231928,759.0721112621649,349.7588724304988
8,2,0,14,15,home,0.8235544281517846,0.1158268232386486,0.06061874860956686,580.4535970136699,273.68406582986336
8,2,1,14,15,home,0.8100890064248539,0.12395825400496478,0.06595273957018129,589.9767460339153,298.21197627205146
8,2,2,14,15,draw,0.7953163644337424,0.13274433556388743,0.0719393000023701,571.6830290684159,295.4706237009082
8,2,3,14,15,draw,0.750699179743886,0.15837186277943469,0.09092895747667937,560.3265741636038,326.60245230324836
8,2,4,14,15,home,0.6230474689812608,0.22281394721610043,0.15413858380263873,483.53538789797784,349.7848140691422
11,3,0,0,1,home,0.8475771822436551,0.10104107505085214,0.05138174270549279,663.6737156878646,327.7197905635211
11,3,1,0,1,home,0.8769671311975673,0.08249039810596395,0.04054247069646874,677.1640814242836,299.8277535443138
11,3,2,0,1,home,0.8927258750808741,0.07234538937964244,0.03492873553948351,677.4022889502565,274.25360737131393
11,3,3,0,1,home,0.8858830688742989,0.07676708733244657,0.037349843793254525,692.9506109190982,301.39038906662046
11,3,4,0,1,home,0.8953679295233633,0.07063145671180063,0.03400061376483609,692.620698876588,284.8232617957847
13,3,0,16,17,away,0.46548525358434256,0.27753405843328327,0.25698068798237417,346.3773434927847,319.42382711044866
13,3,1,16,17,draw,0.4480679023634462,0.2813200968101539,0.2706120008263999,314.3427758340528,299.08948224693194
13,3,2,16,17,home,0.475310940010342,0.27516708447897675,0.24952197551068123,305.94478011334166,272.41755011790156
13,3,3,16,17,draw,0.4296223855604391,0.2847280783877498,0.28564953605181115,301.13200830655336,298.3640038407337
13,3,4,16,17,away,0.45979197147480577,0.27883025928429284,0.2613777692409014,306.75773971077433,283.6210983963626
15,3,0,2,3,home,0.210178732986818,0.25889868287878803,0.530922584134394,156.36521549058287,327.0066150550207
15,3,1,2,3,away,0.21773953023799542,0.262548633108044,0.5197118366539606,136.2556682655758,299.4037072017482
15,3,2,2,3,away,0.26596496189441254,0.2801059411398019,0.45392909696578554,154.90495690790675,274.1036544762001
15,3,3,2,3,home,0.2951382902912928,0.2864854077029076,0.4183763020057996,205.99635896107043,301.0892922918336
15,3,4,2,3,away,0.2539290630768899,0.2765915110263979,0.4694794258967122,155.23378034921154,284.86140311659415
6,3,0,18,19,home,0.36217585651930595,0.2912352755207089,0.34658886795998517,274.8051609189771,319.12728138817783
6,3,1,18,19,home,0.4097138781628209,0.2876659368527297,0.3026201849844494,288.45788912650005,299.31594140521145
6,3,2,18,19,home,0.36888431075809736,0.2910482915160378,0.34006739772586486,232.32956649208404,271.83058558064454
6,3,3,18,19,draw,0.32357315862754177,0.29005785032448395,0.3863689910479743,224.61301813795924,297.5128620261541
6,3,4,18,19,home,0.3233253358033936,0.2900371385816197,0.38663752561498665,210.00881036915044,283.097402771302
4,3,0,4,5,away,0.27361273216741944,0.2820630348703209,0.44432423296225965,214.83688168176366,327.56514484920973
4,3,1,4,5,away,0.2975984739591965,0.2868932186532106,0.4155083073875929,205.6019120007244,298.7285853019548
4,3,2,4,5,home,0.3598566207659972,0.29127418339525196,0.3488691958387508,228.64074271047596,274.63849351856356
4,3,3,4,5,away,0.37691759990747764,0.29068188824197605,0.3324005118505463,266.6554303871106,300.4307933468462
4,3,4,4,5,home,0.39488324310883904,0.28932270687911044,0.3157940500120505,263.06545761009363,284.20400625473695
2,3,0,5,6,home,0.3523918996768327,0.2913077497026295,0.3563003506205378,275.06139628786866,326.48503333925873
2,3,1,5,6,away,0.4295633592831771,0.28473794933005764,0.28569869138676524,300.8550927530802,298.12723519804024
